0.0040625,0.18929,0.27185,0.058947,0.54967,1.0013,228.57
0.0084375,0.16306,0.21937,0.058182,0.57175,1.0016,146.79
0.01525,0.40776,0.54981,0.081734,0.52768,0.99928,96.97
0.025563,0.52369,0.67889,0.073535,0.55593,0.99929,90.909
0.036562,0.5263,0.66658,0.048419,0.55338,1.0011,156.86
0.042937,0.24885,0.31086,0.079932,0.52917,0.9997,139.13
0.050125,0.25568,0.35145,0.069247,0.5365,0.99951,50
0.070125,0.39139,0.52325,0.054753,0.51308,0.99974,111.11
0.079125,0.37047,0.55672,0.046456,0.56483,0.99942,70.796
0.09325,0.25955,0.38993,0.05071,0.53831,1.0002,70.175
0.1075,0.7934,0.87679,0.080053,0.5276,0.9984,139.13
0.11469,0.65691,0.91397,0.038048,0.5386,1.0006,82.902
0.12675,0.22349,0.31169,0.06647,0.53149,1.0011,98.765
0.13688,0.15803,0.20689,0.073435,0.54368,1.0024,155.34
0.14331,0.12798,0.16209,0.080042,0.56369,1.0031,197.53
0.14838,0.20454,0.28011,0.061644,0.53555,0.99998,170.21
0.15425,0.58603,0.79223,0.038164,0.52416,0.99987,83.333
0.16625,0.18944,0.28026,0.085624,0.55443,1.0009,78.049
0.17906,0.59011,0.81003,0.048111,0.54834,1.0009,111.89
0.188,0.4074,0.5152,0.08806,0.53397,0.99913,96.386
0.19838,0.56676,0.72519,0.063909,0.54332,1.001,139.13
0.20556,0.44243,0.62103,0.057482,0.57835,1.0001,73.733
0.21913,0.49056,0.69055,0.037823,0.55607,0.99991,46.784
0.2405,0.46431,0.57666,0.10086,0.53804,0.99925,150.94
0.24712,0.37997,0.56272,0.044972,0.54625,1,71.429
0.26112,0.39408,0.6182,0.099521,0.60903,0.99745,108.11
0.27038,0.39138,0.50984,0.072484,0.52981,1.0002,172.04
0.27619,0.27442,0.43282,0.05226,0.58917,1.0001,62.257
0.29225,0.2228,0.25499,0.11301,0.53369,1.0022,145.45
0.29912,0.42301,0.65112,0.053169,0.55844,0.99953,108.84
0.30831,0.61988,0.81431,0.063648,0.52875,0.99963,83.77
0.32025,0.34,0.51382,0.077232,0.52072,0.99861,76.19
0.33338,0.38248,0.53107,0.088887,0.52903,0.99928,83.333
0.34538,0.22297,0.31862,0.083615,0.51852,1.0006,141.59
0.35244,0.4289,0.62172,0.11789,0.5546,0.99897,111.89
0.36138,0.25096,0.36863,0.089875,0.53266,1.0009,76.555
0.37444,0.47764,0.65509,0.094195,0.53869,0.99937,146.79
0.38125,0.24116,0.28342,0.12031,0.51686,1.001,134.45
0.38869,0.24115,0.37604,0.044162,0.56168,0.99943,65.041
0.40406,0.21444,0.33141,0.08591,0.53965,1.0005,72.398
0.41787,0.36297,0.48063,0.05266,0.54026,1.0005,258.06
0.42175,0.40905,0.63915,0.087011,0.55392,0.99946,95.808
0.43219,0.42518,0.61279,0.11284,0.56627,0.99915,108.11
0.44144,0.27413,0.38251,0.076752,0.54471,0.99971,123.08
0.44956,0.47313,0.69528,0.074495,0.51713,0.99978,81.633
0.46181,0.48015,0.70032,0.05274,0.51678,1.0005,80.808
0.47419,0.47336,0.55306,0.16931,0.53836,0.99764,119.4
0.48256,0.35501,0.52448,0.094073,0.51468,0.99853,80
0.49506,0.33761,0.44468,0.13064,0.53563,0.99742,130.08
0.50275,0.27932,0.40247,0.091389,0.54263,0.99979,85.562
0.51444,0.44119,0.66944,0.088406,0.51829,0.99997,82.902
0.5265,0.43974,0.65272,0.10924,0.53648,0.99924,93.567
0.53719,0.42988,0.62389,0.081085,0.56134,0.99913,58.608
0.55425,0.33489,0.39987,0.15725,0.53958,0.99632,105.26
0.56375,0.22423,0.36956,0.083306,0.54481,1,66.116
0.57888,0.31388,0.47432,0.06321,0.53675,0.99879,72.398
0.59269,0.49251,0.71461,0.051419,0.52215,0.9987,76.923
0.60569,0.3761,0.56969,0.13824,0.54365,0.99845,95.808
0.61612,0.126,0.20333,0.098424,0.59759,0.99907,78.431
0.62888,0.2583,0.4702,0.069013,0.58772,0.99758,72.398
0.64269,0.20259,0.31638,0.09201,0.54642,1.0015,69.264
0.65712,0.39463,0.44513,0.18323,0.56224,0.99692,112.68
0.666,0.21668,0.30318,0.082647,0.55594,1.0007,75.829
0.67919,0.34026,0.55322,0.085967,0.56512,0.99793,118.52
0.68762,0.43052,0.64328,0.11915,0.54007,0.99963,98.16
0.69781,0.33791,0.48901,0.16534,0.55003,0.99772,97.561
0.70806,0.27664,0.40351,0.097014,0.529,1.0011,75.117
0.72137,0.49937,0.67081,0.092862,0.53247,0.99985,145.45
0.72825,0.26141,0.3604,0.10305,0.55919,1.0006,80.402
0.74069,0.29919,0.34193,0.15649,0.52071,0.99686,117.65
0.74919,0.3192,0.45911,0.12837,0.559,0.99749,80
0.76169,0.32039,0.40751,0.14127,0.54431,0.99812,105.26
0.77119,0.38503,0.54838,0.093687,0.53446,0.99868,77.67
0.78406,0.37616,0.56759,0.077978,0.52199,0.99874,90.909
0.79506,0.44729,0.67469,0.090932,0.55641,1.0001,98.765
0.80519,0.37412,0.53184,0.15116,0.55958,0.99865,102.56
0.81494,0.48035,0.68236,0.087151,0.5322,1.0003,83.77
0.82687,0.37441,0.49487,0.11999,0.53443,0.99948,135.59
0.83425,0.44003,0.62517,0.062218,0.51042,0.99866,75.472
0.8475,0.46606,0.6898,0.1035,0.57338,0.99834,102.56
0.85725,0.35317,0.51804,0.15832,0.55864,0.99757,101.27
0.86712,0.32943,0.43966,0.15379,0.53708,0.99762,98.16
0.87731,0.29494,0.43797,0.11928,0.516,0.9992,90.395
0.88837,0.37198,0.54019,0.12711,0.5518,0.9994,100
0.89837,0.36264,0.54115,0.070167,0.51127,1.0003,78.431
