0.0033125,0.8514,1.03,0.063431,0.55712,1.0001,271.19
0.007,0.95823,1.0313,0.082128,0.54655,0.99712,163.27
0.013125,0.81086,0.965,0.070588,0.5441,1.0001,188.24
0.018437,0.22471,0.29189,0.064336,0.55247,1.0008,941.18
0.0195,0.16642,0.20566,0.07146,0.53049,1,66.946
0.034437,0.13357,0.16789,0.082284,0.56137,1.0041,156.86
0.040812,0.21353,0.28856,0.06887,0.54569,1.0012,238.81
0.045,0.36516,0.51147,0.051418,0.54338,1.0006,380.95
0.047625,0.53415,0.73053,0.050239,0.54277,1.0006,380.95
0.05025,0.27952,0.40622,0.072108,0.55726,1.0009,301.89
0.053562,0.15647,0.22088,0.062654,0.55836,1.0015,372.09
0.05625,0.28306,0.33978,0.059349,0.54015,1.0007,333.33
0.05925,0.758,0.94639,0.06053,0.54629,0.99952,246.15
0.063313,0.88316,0.99852,0.064291,0.5638,0.99992,134.45
0.07075,0.75916,0.9168,0.048665,0.55945,1.0002,58.608
0.087812,0.65041,0.90237,0.037666,0.54993,1.0007,89.888
0.098937,0.13997,0.18978,0.060376,0.5683,1.0025,307.69
0.10219,0.19209,0.26722,0.052466,0.55442,1.0003,121.21
0.11044,0.29955,0.43551,0.054289,0.53331,1.0005,307.69
0.11369,0.3019,0.42094,0.0615,0.56047,1.0005,246.15
0.11775,0.37084,0.50431,0.062215,0.55142,0.99887,158.42
0.12406,0.25651,0.38787,0.057391,0.54268,1.0009,285.71
0.12756,0.27147,0.39587,0.069299,0.53907,1.0004,190.48
0.13281,0.2542,0.36777,0.06275,0.53824,1.0008,205.13
0.13769,0.24493,0.36043,0.059562,0.52685,1.0005,195.12
0.14281,0.24342,0.35786,0.060256,0.5268,1.0005,200
0.14781,0.25567,0.36699,0.061962,0.53273,1.0004,205.13
0.15269,0.23445,0.35612,0.062945,0.52408,1.0005,195.12
0.15781,0.27065,0.37641,0.061825,0.54553,0.99999,210.53
0.16256,0.24566,0.36078,0.063358,0.52802,1.0005,202.53
0.1675,0.25866,0.36719,0.064679,0.53551,1.0004,207.79
0.17231,0.24363,0.35809,0.063735,0.52765,1.0005,202.53
0.17725,0.24654,0.36096,0.066454,0.53023,1.0005,205.13
0.18213,0.2455,0.36162,0.067861,0.52952,1.0006,205.13
0.187,0.24378,0.35906,0.068325,0.52964,1.0006,205.13
0.19187,0.24505,0.36183,0.068231,0.52973,1.0006,205.13
0.19675,0.24395,0.36196,0.0692,0.52917,1.0006,205.13
0.20163,0.25423,0.36812,0.068217,0.53443,1.0005,207.79
0.20644,0.24331,0.36014,0.066279,0.5273,1.0005,202.53
0.21137,0.24778,0.36622,0.067532,0.52992,1.0005,205.13
0.21625,0.24937,0.36529,0.066184,0.53068,1.0005,205.13
0.22113,0.24705,0.36287,0.064219,0.52821,1.0005,202.53
0.22606,0.24863,0.36352,0.063276,0.52925,1.0005,202.53
0.231,0.25231,0.3666,0.062575,0.52947,1.0004,202.53
0.23594,0.23563,0.35095,0.063658,0.52606,1.0006,200
0.24094,0.23813,0.3546,0.063667,0.5257,1.0005,200
0.24594,0.25812,0.37117,0.061525,0.5294,1.0003,202.53
0.25087,0.23594,0.34694,0.063777,0.52701,1.0006,200
0.25587,0.23776,0.34958,0.064293,0.52651,1.0006,200
0.26087,0.23811,0.35201,0.065205,0.52486,1.0006,200
0.26588,0.23797,0.3523,0.065992,0.52394,1.0005,200
0.27088,0.23083,0.34529,0.068047,0.52345,1.0007,200
0.27588,0.22984,0.3463,0.068474,0.52289,1.0007,200
0.28087,0.23905,0.35539,0.06852,0.52599,1.0007,202.53
0.28581,0.23594,0.3504,0.069784,0.52553,1.0007,202.53
